Location,Year,Age,Sex,Cause of death or injury,Measure,Value,Lower bound,Upper bound
East Asia & Pacific - WB,2015,70+ years,Both,Non-melanoma skin cancer,Percent of total DALYs,0.001267262,0.001187767,0.001349744
East Asia & Pacific - WB,2015,70+ years,Both,Ovarian cancer,Percent of total DALYs,0.001193537,0.001103065,0.001299727
East Asia & Pacific - WB,2015,70+ years,Both,Testicular cancer,Percent of total DALYs,4.04935E-05,3.51779E-05,4.66029E-05
East Asia & Pacific - WB,2015,70+ years,Both,Kidney cancer,Percent of total DALYs,0.001693866,0.001585919,0.001803458
East Asia & Pacific - WB,2015,70+ years,Both,Bladder cancer,Percent of total DALYs,0.003071651,0.00290003,0.003253154
East Asia & Pacific - WB,2015,70+ years,Both,Brain and nervous system cancer,Percent of total DALYs,0.002127075,0.001831077,0.002348471
East Asia & Pacific - WB,2015,70+ years,Both,Thyroid cancer,Percent of total DALYs,0.000732085,0.000592733,0.000789644
East Asia & Pacific - WB,2015,70+ years,Both,Mesothelioma,Percent of total DALYs,0.000371951,0.000342003,0.000401055
East Asia & Pacific - WB,2015,70+ years,Both,Hodgkin lymphoma,Percent of total DALYs,0.000187416,0.000162538,0.000242044
East Asia & Pacific - WB,2015,70+ years,Both,Non-Hodgkin lymphoma,Percent of total DALYs,0.002918409,0.002344084,0.003216421
East Asia & Pacific - WB,2015,70+ years,Both,Multiple myeloma,Percent of total DALYs,0.001076214,0.000993707,0.00115516
East Asia & Pacific - WB,2015,70+ years,Both,Leukemia,Percent of total DALYs,0.003315364,0.003070737,0.003538633
East Asia & Pacific - WB,2015,70+ years,Both,Other neoplasms,Percent of total DALYs,0.004603819,0.003921728,0.005038247
East Asia & Pacific - WB,2015,70+ years,Both,Rheumatic heart disease,Percent of total DALYs,0.004575976,0.004204941,0.004966206
East Asia & Pacific - WB,2015,70+ years,Both,Ischemic heart disease,Percent of total DALYs,0.131500667,0.123580637,0.13949444
East Asia & Pacific - WB,2015,70+ years,Both,Cerebrovascular disease,Percent of total DALYs,0.16430536,0.152973981,0.17549958
East Asia & Pacific - WB,2015,70+ years,Both,Hypertensive heart disease,Percent of total DALYs,0.021606254,0.018614537,0.023399171
East Asia & Pacific - WB,2015,70+ years,Both,Cardiomyopathy and myocarditis,Percent of total DALYs,0.002535837,0.002330039,0.002725287
East Asia & Pacific - WB,2015,70+ years,Both,Atrial fibrillation and flutter,Percent of total DALYs,0.006344045,0.005294156,0.007529487
East Asia & Pacific - WB,2015,70+ years,Both,Aortic aneurysm,Percent of total DALYs,0.002567578,0.002322364,0.002784032
East Asia & Pacific - WB,2015,70+ years,Both,Peripheral vascular disease,Percent of total DALYs,0.001435091,0.000870064,0.002387443
East Asia & Pacific - WB,2015,70+ years,Both,Endocarditis,Percent of total DALYs,0.000957097,0.000781833,0.001075577
East Asia & Pacific - WB,2015,70+ years,Both,Other cardiovascular and circulatory diseases,Percent of total DALYs,0.01146282,0.010668949,0.012386843
East Asia & Pacific - WB,2015,70+ years,Both,Chronic obstructive pulmonary disease,Percent of total DALYs,0.088415601,0.082061841,0.094887118
East Asia & Pacific - WB,2015,70+ years,Both,Pneumoconiosis,Percent of total DALYs,0.001045206,0.000935922,0.001205178
East Asia & Pacific - WB,2015,70+ years,Both,Asthma,Percent of total DALYs,0.008108393,0.007255501,0.009086766
East Asia & Pacific - WB,2015,70+ years,Both,Interstitial lung disease and pulmonary sarcoidosis,Percent of total DALYs,0.001925643,0.001493938,0.002161662
East Asia & Pacific - WB,2015,70+ years,Both,Other chronic respiratory diseases,Percent of total DALYs,0.001239754,0.000900484,0.001576331
East Asia & Pacific - WB,2015,70+ years,Both,Cirrhosis and other chronic liver diseases due to hepatitis B,Percent of total DALYs,0.004566626,0.004097523,0.005143504
East Asia & Pacific - WB,2015,70+ years,Both,Cirrhosis and other chronic liver diseases due to hepatitis C,Percent of total DALYs,0.001955705,0.001726558,0.002235587
East Asia & Pacific - WB,2015,70+ years,Both,Cirrhosis and other chronic liver diseases due to alcohol use,Percent of total DALYs,0.001553137,0.001317595,0.001806134
East Asia & Pacific - WB,2015,70+ years,Both,Cirrhosis and other chronic liver diseases due to other causes,Percent of total DALYs,0.002116582,0.001875853,0.002416417
East Asia & Pacific - WB,2015,70+ years,Both,Peptic ulcer disease,Percent of total DALYs,0.006315654,0.005755071,0.006970285
East Asia & Pacific - WB,2015,70+ years,Both,Gastritis and duodenitis,Percent of total DALYs,0.004618086,0.00362823,0.005811665
East Asia & Pacific - WB,2015,70+ years,Both,Appendicitis,Percent of total DALYs,0.000315915,0.000262929,0.000365476
East Asia & Pacific - WB,2015,70+ years,Both,Paralytic ileus and intestinal obstruction,Percent of total DALYs,0.002322989,0.002015248,0.002671057
East Asia & Pacific - WB,2015,70+ years,Both,"Inguinal, femoral, and abdominal hernia",Percent of total DALYs,0.000407278,0.000303543,0.000504919
East Asia & Pacific - WB,2015,70+ years,Both,Inflammatory bowel disease,Percent of total DALYs,0.000907988,0.000783325,0.001083985
East Asia & Pacific - WB,2015,70+ years,Both,Vascular intestinal disorders,Percent of total DALYs,0.001031205,0.000939505,0.001129871
East Asia & Pacific - WB,2015,70+ years,Both,Gallbladder and biliary diseases,Percent of total DALYs,0.002080762,0.001908336,0.002260152
East Asia & Pacific - WB,2015,70+ years,Both,Pancreatitis,Percent of total DALYs,0.000933061,0.000846553,0.001023019
East Asia & Pacific - WB,2015,70+ years,Both,Other digestive diseases,Percent of total DALYs,0.002420764,0.002049132,0.00296438
East Asia & Pacific - WB,2015,70+ years,Both,Alzheimer disease and other dementias,Percent of total DALYs,0.051091214,0.042816059,0.060191427
East Asia & Pacific - WB,2015,70+ years,Both,Parkinson disease,Percent of total DALYs,0.002649234,0.002387828,0.002950961
East Asia & Pacific - WB,2015,70+ years,Both,Epilepsy,Percent of total DALYs,0.001145243,0.000923514,0.001384413
East Asia & Pacific - WB,2015,70+ years,Both,Multiple sclerosis,Percent of total DALYs,9.30208E-05,7.94351E-05,0.000106821
East Asia & Pacific - WB,2015,70+ years,Both,Migraine,Percent of total DALYs,0.001786737,0.001077789,0.002626103
East Asia & Pacific - WB,2015,70+ years,Both,Tension-type headache,Percent of total DALYs,0.000235622,0.000109975,0.000434355
East Asia & Pacific - WB,2015,70+ years,Both,Medication overuse headache,Percent of total DALYs,0.000854987,0.000559946,0.001253302
East Asia & Pacific - WB,2015,70+ years,Both,Motor neuron disease,Percent of total DALYs,0.000252778,0.000233051,0.000272216
East Asia & Pacific - WB,2015,70+ years,Both,Other neurological disorders,Percent of total DALYs,0.001069345,0.000908974,0.001244049
East Asia & Pacific - WB,2015,70+ years,Both,Schizophrenia,Percent of total DALYs,0.002027349,0.001584164,0.002447228
East Asia & Pacific - WB,2015,70+ years,Both,Alcohol use disorders,Percent of total DALYs,0.000803124,0.000675299,0.000956235
East Asia & Pacific - WB,2015,70+ years,Both,Drug use disorders,Percent of total DALYs,0.001490805,0.001099794,0.001683023
East Asia & Pacific - WB,2015,70+ years,Both,Depressive disorders,Percent of total DALYs,0.009811799,0.007145568,0.012939888
East Asia & Pacific - WB,2015,70+ years,Both,Bipolar disorder,Percent of total DALYs,0.000739006,0.000461563,0.001074581
East Asia & Pacific - WB,2015,70+ years,Both,Anxiety disorders,Percent of total DALYs,0.002910127,0.002004823,0.003971403
East Asia & Pacific - WB,2015,70+ years,Both,Eating disorders,Percent of total DALYs,0,0,0
East Asia & Pacific - WB,2015,70+ years,Both,Autistic spectrum disorders,Percent of total DALYs,0.00108595,0.000785525,0.001417836
East Asia & Pacific - WB,2015,70+ years,Both,Attention-deficit/hyperactivity disorder,Percent of total DALYs,2.61E-22,2.06E-25,1.76E-21
East Asia & Pacific - WB,2015,70+ years,Both,Conduct disorder,Percent of total DALYs,0,0,0
East Asia & Pacific - WB,2015,70+ years,Both,Idiopathic developmental intellectual disability,Percent of total DALYs,0.000179465,8.01637E-05,0.000301358
East Asia & Pacific - WB,2015,70+ years,Both,Other mental and substance use disorders,Percent of total DALYs,0.002073743,0.001555023,0.002658404
East Asia & Pacific - WB,2015,70+ years,Both,Diabetes mellitus,Percent of total DALYs,0.031428166,0.0286982,0.034724685
East Asia & Pacific - WB,2015,70+ years,Both,Acute glomerulonephritis,Percent of total DALYs,0.000296582,0.000179103,0.000340135
East Asia & Pacific - WB,2015,70+ years,Both,Chronic kidney disease,Percent of total DALYs,0.02126891,0.019661536,0.022552319
East Asia & Pacific - WB,2015,70+ years,Both,Urinary diseases and male infertility,Percent of total DALYs,0.007362373,0.006038669,0.00891728
East Asia & Pacific - WB,2015,70+ years,Both,Gynecological diseases,Percent of total DALYs,0.00029179,0.000174749,0.000458579
East Asia & Pacific - WB,2015,70+ years,Both,Hemoglobinopathies and hemolytic anemias,Percent of total DALYs,0.001751122,0.001507621,0.002030578
East Asia & Pacific - WB,2015,70+ years,Both,"Endocrine, metabolic, blood, and immune disorders",Percent of total DALYs,0.001407991,0.001330284,0.001494192
East Asia & Pacific - WB,2015,70+ years,Both,Rheumatoid arthritis,Percent of total DALYs,0.003442831,0.002767412,0.004238114
East Asia & Pacific - WB,2015,70+ years,Both,Osteoarthritis,Percent of total DALYs,0.009434911,0.007020018,0.012111354
East Asia & Pacific - WB,2015,70+ years,Both,Low back and neck pain,Percent of total DALYs,0.027751364,0.021104074,0.035458421
East Asia & Pacific - WB,2015,70+ years,Both,Gout,Percent of total DALYs,0.000785224,0.000535838,0.001054742
East Asia & Pacific - WB,2015,70+ years,Both,Other musculoskeletal disorders,Percent of total DALYs,0.00981113,0.006968858,0.013193553
East Asia & Pacific - WB,2015,70+ years,Both,Congenital anomalies,Percent of total DALYs,0.001128785,0.000801488,0.001617185
East Asia & Pacific - WB,2015,70+ years,Both,Skin and subcutaneous diseases,Percent of total DALYs,0.00796395,0.005821895,0.010982707
East Asia & Pacific - WB,2015,70+ years,Both,Sense organ diseases,Percent of total DALYs,0.056313315,0.04272218,0.071648361
East Asia & Pacific - WB,2015,70+ years,Both,Oral disorders,Percent of total DALYs,0.00780093,0.005382427,0.010745908
East Asia & Pacific - WB,2015,70+ years,Both,Sudden infant death syndrome,Percent of total DALYs,0,0,0
East Asia & Pacific - WB,2015,70+ years,Both,Road injuries,Percent of total DALYs,0.008754547,0.00809031,0.009359508
East Asia & Pacific - WB,2015,70+ years,Both,Other transport injuries,Percent of total DALYs,0.000557282,0.000499584,0.000621331
East Asia & Pacific - WB,2015,70+ years,Both,Falls,Percent of total DALYs,0.012218859,0.009660168,0.013706221
East Asia & Pacific - WB,2015,70+ years,Both,Drowning,Percent of total DALYs,0.001834592,0.001634101,0.001978153
East Asia & Pacific - WB,2015,70+ years,Both,"Fire, heat, and hot substances",Percent of total DALYs,0.001014044,0.000872197,0.001189467
East Asia & Pacific - WB,2015,70+ years,Both,Poisonings,Percent of total DALYs,0.000606699,0.000435754,0.000678772
East Asia & Pacific - WB,2015,70+ years,Both,Exposure to mechanical forces,Percent of total DALYs,0.001308845,0.000969789,0.001551644
East Asia & Pacific - WB,2015,70+ years,Both,Adverse effects of medical treatment,Percent of total DALYs,0.000926376,0.000779846,0.00109663
East Asia & Pacific - WB,2015,70+ years,Both,Animal contact,Percent of total DALYs,0.000202306,0.000162566,0.000223486
East Asia & Pacific - WB,2015,70+ years,Both,Foreign body,Percent of total DALYs,0.00155603,0.00140296,0.001657169
East Asia & Pacific - WB,2015,70+ years,Both,Other unintentional injuries,Percent of total DALYs,0.002250983,0.00166931,0.002969352
East Asia & Pacific - WB,2015,70+ years,Both,Self-harm,Percent of total DALYs,0.005435849,0.004928327,0.005974615
East Asia & Pacific - WB,2015,70+ years,Both,Interpersonal violence,Percent of total DALYs,0.000640185,0.000588939,0.000695415
East Asia & Pacific - WB,2015,70+ years,Both,Exposure to forces of nature,Percent of total DALYs,0.000275043,0.000135558,0.000467286
East Asia & Pacific - WB,2015,70+ years,Both,Collective violence and legal intervention,Percent of total DALYs,3.79398E-05,0.000025698,5.64332E-05
East Asia & Pacific - WB,2015,70+ years,Both,Maternal deaths aggravated by HIV/AIDS,Percent of total DALYs,0,0,0
East Asia & Pacific - WB,2015,70+ years,Both,Environmental heat and cold exposure,Percent of total DALYs,0.001175217,0.000935657,0.001448678
East Asia & Pacific - WB,2015,70+ years,Both,Ebola,Percent of total DALYs,0,0,0
Europe & Central Asia - WB,2015,Under 5 years,Both,Tuberculosis,Percent of total DALYs,0.000625842,0.000518668,0.000804099
Europe & Central Asia - WB,2015,Under 5 years,Both,HIV/AIDS,Percent of total DALYs,0.004143127,0.003606122,0.004747728
Europe & Central Asia - WB,2015,Under 5 years,Both,Diarrheal diseases,Percent of total DALYs,0.023494575,0.019754777,0.027507208
Europe & Central Asia - WB,2015,Under 5 years,Both,Intestinal infectious diseases,Percent of total DALYs,0.000433399,0.000212151,0.000813011
Europe & Central Asia - WB,2015,Under 5 years,Both,Lower respiratory infections,Percent of total DALYs,0.128131811,0.112042789,0.144354085
Europe & Central Asia - WB,2015,Under 5 years,Both,Upper respiratory infections,Percent of total DALYs,0.003552015,0.001972306,0.005931908
Europe & Central Asia - WB,2015,Under 5 years,Both,Otitis media,Percent of total DALYs,0.004522532,0.003010891,0.006585451
Europe & Central Asia - WB,2015,Under 5 years,Both,Meningitis,Percent of total DALYs,0.010281454,0.008745138,0.013098972
Europe & Central Asia - WB,2015,Under 5 years,Both,Encephalitis,Percent of total DALYs,0.007059669,0.00602009,0.008402648
Europe & Central Asia - WB,2015,Under 5 years,Both,Diphtheria,Percent of total DALYs,2.35227E-05,0.000012485,4.11964E-05
Europe & Central Asia - WB,2015,Under 5 years,Both,Whooping cough,Percent of total DALYs,0.001844589,0.000667226,0.004858605
Europe & Central Asia - WB,2015,Under 5 years,Both,Tetanus,Percent of total DALYs,4.72692E-05,3.57706E-05,6.30882E-05
Europe & Central Asia - WB,2015,Under 5 years,Both,Measles,Percent of total DALYs,0.000501826,9.40429E-05,0.001806367
Europe & Central Asia - WB,2015,Under 5 years,Both,Varicella and herpes zoster,Percent of total DALYs,0.000329938,0.000210881,0.000453559
Europe & Central Asia - WB,2015,Under 5 years,Both,Malaria,Percent of total DALYs,1.21408E-05,6.81103E-06,2.13659E-05
Europe & Central Asia - WB,2015,Under 5 years,Both,Chagas disease,Percent of total DALYs,2.13E-10,1.34E-10,3.16E-10
Europe & Central Asia - WB,2015,Under 5 years,Both,Leishmaniasis,Percent of total DALYs,0.000169552,0.000121188,0.000238757
Europe & Central Asia - WB,2015,Under 5 years,Both,African trypanosomiasis,Percent of total DALYs,0,0,0
Europe & Central Asia - WB,2015,Under 5 years,Both,Schistosomiasis,Percent of total DALYs,0,0,0
Europe & Central Asia - WB,2015,Under 5 years,Both,Cysticercosis,Percent of total DALYs,1.04E-08,6.00E-09,1.67E-08
Europe & Central Asia - WB,2015,Under 5 years,Both,Cystic echinococcosis,Percent of total DALYs,4.21473E-05,3.12381E-05,5.60648E-05
Europe & Central Asia - WB,2015,Under 5 years,Both,Lymphatic filariasis,Percent of total DALYs,0,0,0
Europe & Central Asia - WB,2015,Under 5 years,Both,Onchocerciasis,Percent of total DALYs,0,0,0
Europe & Central Asia - WB,2015,Under 5 years,Both,Trachoma,Percent of total DALYs,0,0,0
Europe & Central Asia - WB,2015,Under 5 years,Both,Dengue,Percent of total DALYs,9.31E-07,3.38E-07,2.23579E-06
Europe & Central Asia - WB,2015,Under 5 years,Both,Yellow fever,Percent of total DALYs,0,0,0
Europe & Central Asia - WB,2015,Under 5 years,Both,Rabies,Percent of total DALYs,8.58914E-06,5.19732E-06,1.43392E-05
Europe & Central Asia - WB,2015,Under 5 years,Both,Intestinal nematode infections,Percent of total DALYs,0.000133566,0.000066055,0.000234673
Europe & Central Asia - WB,2015,Under 5 years,Both,Food-borne trematodiases,Percent of total DALYs,0.000015898,5.77359E-06,2.95547E-05
Europe & Central Asia - WB,2015,Under 5 years,Both,Other neglected tropical diseases,Percent of total DALYs,0.001800947,0.001274141,0.00246867
Europe & Central Asia - WB,2015,Under 5 years,Both,Maternal hemorrhage,Percent of total DALYs,0,0,0
Europe & Central Asia - WB,2015,Under 5 years,Both,Maternal sepsis and other maternal infections,Percent of total DALYs,0,0,0
Europe & Central Asia - WB,2015,Under 5 years,Both,Maternal hypertensive disorders,Percent of total DALYs,0,0,0
Europe & Central Asia - WB,2015,Under 5 years,Both,Maternal obstructed labor and uterine rupture,Percent of total DALYs,0,0,0
Europe & Central Asia - WB,2015,Under 5 years,Both,"Maternal abortion, miscarriage, and ectopic pregnancy",Percent of total DALYs,0,0,0
Europe & Central Asia - WB,2015,Under 5 years,Both,Indirect maternal deaths,Percent of total DALYs,0,0,0
